gene_name,interaction_type,drug_name,approved
RPSA,inhibitor,CLINDAMYCIN,TRUE
USP1,NULL,AROTINOID ACID,FALSE
GMNN,NULL,RESERPINE,TRUE
PRKAA1,NULL,LY-2090314,FALSE
TUBA1B,negative modulator,FOSBRETABULIN TROMETHAMINE,FALSE
SCN7A,blocker,ORPHENADRINE HYDROCHLORIDE,TRUE
TUBB8,NULL,MAYTANSINE,FALSE
ATAD5,NULL,PYROGALLOL RED,FALSE
NQO1,NULL,IDARUBICIN,TRUE
FGFR1,inhibitor,PD-0166285,FALSE
ALCAM,NULL,FLUOROURACIL,TRUE
CA2,inhibitor,ACETAZOLAMIDE,TRUE
ACTG1,agonist,CXCL12-(1-17),FALSE
ABCB1,NULL,TARIQUIDAR,FALSE
TUBA1A,NULL,VINORELBINE,TRUE
GLP1R,NULL,CHEMBL:CHEMBL86464,FALSE
C9,inhibitor,CARBENOXOLONE,FALSE
GABRA6,positive modulator,QUAZEPAM,TRUE
POLB,NULL,CEFOXITIN SODIUM,TRUE
SMN1,NULL,CHEMBL:CHEMBL408563,FALSE
GLS,NULL,EMODIC ACID,FALSE
ABCA3,inhibitor,I-ABOPX,FALSE
IL6,NULL,LEVOFLOXACIN ANHYDROUS,TRUE
SLC25A4,agonist,DCG-IV,FALSE
DCC,inhibitor,MARIMASTAT,FALSE
KDM4A,NULL,CHEMBL:CHEMBL590186,FALSE
KAT2A,NULL,INDOCYANINE GREEN ACID FORM,TRUE
HSP90AA2P,NULL,RETASPIMYCIN,FALSE
HRH1,NULL,VAPITADINE,FALSE
ADRB1,NULL,METIPRANOLOL,TRUE
HTR2B,inhibitor,PRX-08066,FALSE
PRKCG,inhibitor,GSK-690693,FALSE
DRD2,inhibitor,DOMPERIDONE,TRUE
PTGIR,NULL,DINOPROST TROMETHAMINE,TRUE
DCK,inhibitor,TP0556351,FALSE
BBS1,inhibitor,AFT-II,FALSE
ABCA3,inhibitor,MSX-2,FALSE
AMY1C,agonist,FINGOLIMOD-PHOSPHATE,FALSE
EEF1G,inhibitor,NIK INHIBITOR 12F,FALSE
CDH13,inhibitor,KETANSERIN,FALSE
IDH1,NULL,CHEMBL:CHEMBL546493,FALSE
BAZ2B,NULL,EICOSATETRANOIC ACID,FALSE
TUBA4A,NULL,VORINOSTAT,TRUE
NFE2L2,NULL,ADEFOVIR DIPIVOXIL,TRUE
SLC25A6,modulator,MPEP,FALSE
FRA2G,inhibitor,COMPOUND 11 [PMID: 16413183],FALSE
ARAF,NULL,TRAMETINIB DIMETHYL SULFOXIDE,TRUE
MAPK10,NULL,"INSULIN, REGULAR, HUMAN",TRUE
ABCG1,NULL,FLUOROURACIL,TRUE
CDC7,NULL,CYC-116,FALSE
CYP3A4,NULL,PRAVASTATIN SODIUM,TRUE
MTHFR,NULL,PHENYTOIN SODIUM,TRUE
TSPO,NULL,ESZOPICLONE,TRUE
PTPRC,NULL,VACCINE,FALSE
GABRA1,NULL,ZK-93423,FALSE
IL1B,NULL,MELATONIN,TRUE
ADRA1A,NULL,LABETALOL,TRUE
HPGD,inhibitor,DALCETRAPIB,FALSE
TUBA3C,modulator,KOS-1584,FALSE
RIPK1,NULL,GSK2982772,FALSE
SCN11A,inhibitor,CENOBAMATE,TRUE
HPRT1,NULL,MERCAPTOPURINE,TRUE
PTEN,NULL,DACTOLISIB,FALSE
MAPT,NULL,CHEMBL:CHEMBL579837,FALSE
AR,NULL,ANDROGEN RECEPTOR ANTAGONIST ONC1-0013B,FALSE
CYP2C19,NULL,MASOPROCOL,TRUE
EDN1,NULL,"INSULIN, REGULAR, HUMAN",TRUE
TUBB4B,inhibitor,VINCRISTINE SULFATE,TRUE
C1QA,NULL,THERAPEUTIC IMMUNE GLOBULIN,FALSE
ABCB7,inhibitor,HEAT (BE2254),FALSE
SLC6A2,inhibitor,PHENDIMETRAZINE,TRUE
NR3C1,agonist,HYDROCORTISONE SODIUM PHOSPHATE,TRUE
GABRA1,positive modulator,QUAZEPAM,TRUE
TUBB6,inhibitor,CROLIBULIN,FALSE
OPRM1,agonist,CODEINE ANHYDROUS,TRUE
ACVR1,NULL,DACTOLISIB,FALSE
GABRP,positive modulator,GLUTETHIMIDE,TRUE
AURKB,inhibitor,PF-03814735,FALSE
PTK2,inhibitor,PF-562271,FALSE
PIK3CD,inhibitor,GEDATOLISIB,FALSE
APOF,inhibitor,NMRA-140,FALSE
SHROOM2,agonist,SRIF-28,FALSE
ANXA4,agonist,NPY-(2-36) (PIG),FALSE
ATAD5,NULL,CHEMBL:CHEMBL309848,FALSE
HSP90AA1,NULL,TETRACYCLINE,TRUE
MAPT,NULL,CHEMBL:CHEMBL328710,FALSE
HSP90AA1,NULL,MONOCILLIN I,FALSE
CYP1A2,NULL,PYRAZINAMIDE,TRUE
CYP2C19,NULL,MIDODRINE,TRUE
IDH1,NULL,CHEMBL:CHEMBL589694,FALSE
NR1D1,NULL,GSK4112,FALSE
CDK8,NULL,AST-487,FALSE
SCGB1A1,NULL,MECASERMIN,TRUE
AXL,inhibitor,SLC-391,FALSE
PIK3CA,NULL,TASELISIB,FALSE
ATP3,activator,H2O2,FALSE
EHMT2,NULL,CHEMBL:CHEMBL541585,FALSE
ABCC6,inhibitor,"D(CH2)5[TYR(ME)2,THR4,TYR-NH29]OVT",FALSE
PGR,NULL,NORGESTIMATE,TRUE
TG,NULL,ANTIDEPRESSANT AGENT,FALSE
ABL1,NULL,BAFETINIB,FALSE
MDM2,NULL,GAMBOGIC ACID,FALSE
IDH1,NULL,MERCAPTOPURINE,TRUE
ESR1,NULL,EXEMESTANE,TRUE
FLT4,NULL,GW441756X,FALSE
PRKD2,NULL,GW441756X,FALSE
CYP3A4,NULL,E324,FALSE
PALB2,NULL,RUCAPARIB,TRUE
PLA2G1B,NULL,TOLFENAMIC ACID,FALSE
KIR2DL2,NULL,IPH-2101,FALSE
OPRM1,NULL,MARAVIROC,TRUE
GMNN,NULL,CHEMBL:CHEMBL600694,FALSE
KCNH2,blocker,AZD1305,FALSE
PPARA,agonist,MURAGLITAZAR,FALSE
KDR,inhibitor,ALACIZUMAB PEGOL,FALSE
IL12B,inhibitor,RISANKIZUMAB,TRUE
DPP6,inhibitor,M4205,FALSE
RPE65,inhibitor,EMIXUSTAT HYDROCHLORIDE,FALSE
DMP1,agonist,RESIQUIMOD,FALSE
RECQL,NULL,AMPICILLIN TRIHYDRATE,TRUE
CCND1,NULL,ALVOCIDIB,FALSE
CYP3A4,NULL,AMITRIPTYLINE HYDROCHLORIDE,TRUE
PRKCB,NULL,INGENOL MEBUTATE,TRUE
CYCSP5,NULL,ALLOPURINOL,TRUE
ESR1,NULL,ESTROGEN,TRUE
GFER,NULL,MEPAZINE ACETATE,TRUE
A2M,agonist,DIHYDROERGOTAMINE MESYLATE,TRUE
ALDH2,agonist,APOMORPHINE,TRUE
TUBA3E,inhibitor,ENFORTUMAB VEDOTIN-EJFV,TRUE
VDR,NULL,PARICALCITOL,TRUE
APEX1,NULL,TANNIC ACID,TRUE
ERBB2,NULL,RITUXIMAB,TRUE
RECQL,NULL,VERAPAMIL,TRUE
POLI,NULL,CHEMBL:CHEMBL56393,FALSE
APEX1,NULL,POTASSIUM DICHROMATE,FALSE
ERVW-4,inhibitor,DOLUTEGRAVIR SODIUM,TRUE
CLK4,NULL,PHA-767491,FALSE
RAB9A,NULL,DAIDZEIN,FALSE
KCNH3,blocker,NERISPIRDINE,FALSE
FGFR2,inhibitor,XL228,FALSE
CYP3A4,NULL,CHEMBL:CHEMBL1256291,FALSE
GHSR,agonist,MACIMORELIN ACETATE,TRUE
ESR1,NULL,DOXYCYCLINE ANHYDROUS,TRUE
AREG,NULL,PANITUMUMAB,TRUE
RAB9A,NULL,6-HYDROXYFLAVONE,FALSE
FFAR3,agonist,BUTYRIC ACID,FALSE
GABRA1,NULL,ZOPICLONE,TRUE
ANOP1,modulator,YM298198,FALSE
G6PD,NULL,SUCCIMER,TRUE
HSP90AB1,NULL,RETASPIMYCIN HYDROCHLORIDE,FALSE
ANK2,agonist,AGOMELATINE,TRUE
SCN9A,blocker,QUINIDINE SULFATE,TRUE
TUBB,inhibitor,AZINTUXIZUMAB VEDOTIN,FALSE
HPGD,NULL,CHEMBL:CHEMBL1388908,FALSE
COMT,NULL,BENZTROPINE,TRUE
APBB2,inhibitor,MRS2179,FALSE
HRH1,NULL,MEQUITAZINE,TRUE
CBL,NULL,NERATINIB,TRUE
BRAF,NULL,CETUXIMAB,TRUE
ACAT1,agonist,"[125I]BH-NMB (HUMAN, MOUSE, RAT)",FALSE
MTOR,NULL,DACTOLISIB,FALSE
MRPL36,inhibitor,RETAPAMULIN,TRUE
FGFR2,inhibitor,NINTEDANIB ESYLATE,TRUE
KCNH2,NULL,CHEMBL:CHEMBL1255966,FALSE
MAP2K2,inhibitor,TAK-733,FALSE
CASP6,NULL,METHYLTHIONINIUM CHLORIDE,FALSE
MAPK12,NULL,PHA-767491,FALSE
CA2,NULL,FERULIC ACID,TRUE
ACACB,inhibitor,DF3016A,FALSE
TP53,NULL,MECHLORETHAMINE HYDROCHLORIDE,TRUE
ADAMTSL4-AS1,NULL,CHEMBL:CHEMBL599255,FALSE
CYP2C19,NULL,ATORVASTATIN CALCIUM TRIHYDRATE,TRUE
PTK2,NULL,DEFACTINIB,FALSE
EGFR,NULL,NERATINIB MALEATE,TRUE
PIK3R3,inhibitor,AZD-6482,FALSE
TRHR,NULL,THYROTROPIN-RELEASING HORMONE,TRUE
FOLR1,inhibitor,COMPOUND 1 [PMID: 11425539],FALSE
CDK4,inhibitor,AT-7519,FALSE
GART,inhibitor,DACINOSTAT,FALSE
COL10A1,inhibitor,RS-25344,FALSE
CDK1,inhibitor,RGB-286638,FALSE
IFNAR1,NULL,INTERFERON ALFA,TRUE
NNMT,NULL,NIACIN,TRUE
CD274,NULL,ZALIFRELIMAB,FALSE
HSD17B10,NULL,CHEMBL:CHEMBL258465,FALSE
EHMT2,NULL,CHEMBL:CHEMBL299853,FALSE
FLT4,inhibitor,GLESATINIB,FALSE
POLH,NULL,EMODIC ACID,FALSE
HIF1A,NULL,FLUFENAMIC ACID,FALSE
DRD2,inhibitor,TIVOZANIB,TRUE
CXCR1,inhibitor,NAVARIXIN,FALSE
CACNA1F,blocker,AZD1305,FALSE
TGFB2,inhibitor,FRESOLIMUMAB,FALSE
FRA5B,inhibitor,WX-UK1,FALSE
AMY2A,agonist,ASP4058,FALSE
CYP3A4,NULL,6-METHYLFLAVONE,FALSE
GABRP,positive modulator,PENTOBARBITAL SODIUM,TRUE
HLA-DRB3,NULL,1D09C3,FALSE
MAPK8,NULL,PICTILISIB,FALSE
ALPI,inhibitor,HUMAN GIP(3-42)NH2,FALSE
MSTN,inhibitor,BELINOSTAT,TRUE
HOXA7,NULL,MS8815,FALSE
NAT2,NULL,ASPIRIN,TRUE
CYP2D6,NULL,CHEMBL:CHEMBL1256835,FALSE
HTR2C,NULL,ELTOPRAZINE,FALSE
NFE2L2,NULL,METHYLPARABEN,TRUE
PSENEN,NULL,SEMAGACESTAT,FALSE
NPC1,NULL,CHEMBL:CHEMBL483633,FALSE
NFE2L2,NULL,CHEMBL:CHEMBL586061,FALSE
F2R,NULL,DEHYDRATED ALCOHOL,TRUE
POLE2,inhibitor,CYTARABINE,TRUE
FAS,NULL,TRETINOIN,TRUE
ABL1,inhibitor,IDAZOXAN,FALSE
ABCA2,inhibitor,ISAM-140,FALSE
ALPL,NULL,(+/-)-ERIODICTYOL,FALSE
ARF5,blocker,LEIUROTOXIN I,FALSE
GRIA1,agonist,NEOCEPTIN-3,FALSE
SLC13A5,inhibitor,ETG-5773,FALSE
GRIK1,NULL,TOPIRAMATE,TRUE
MET,NULL,GEFITINIB,TRUE
CP,NULL,RECOMBINANT TUMOR NECROSIS FACTOR FAMILY PROTEIN,FALSE
FGFR2,inhibitor,DOVITINIB,FALSE
SMAD4,NULL,CETUXIMAB,TRUE
CXCL8,NULL,CIDOFOVIR ANHYDROUS,TRUE
TP53,NULL,CLOTRIMAZOLE,TRUE
NFE2L2,NULL,GUGGULSTERONE,FALSE
NTRK1,NULL,REPOTRECTINIB,TRUE
GABRA2,positive modulator,TEMAZEPAM,TRUE
ALOX12P2,agonist,M1160,FALSE
UGT1A4,NULL,TCDD,FALSE
ANGPT2,inhibitor,PG-901,FALSE
APOE,inhibitor,AZ8838,FALSE
COMT,NULL,AMITRIPTYLINE HYDROCHLORIDE,TRUE
MPO,NULL,NIMESULIDE,FALSE
CFTR,NULL,LUMACAFTOR,TRUE
MET,NULL,SELUMETINIB,TRUE
XDH,NULL,OXYPURINOL,TRUE
SCN1A,blocker,BENOXINATE HYDROCHLORIDE,TRUE
RAB40B,NULL,PERETINOIN,FALSE
CYP3A4,NULL,BROMPERIDOL,TRUE
NR3C1,agonist,FLUOROMETHOLONE,TRUE
GABRP,positive modulator,CENOBAMATE,TRUE
GABRB2,NULL,DIMDAZENIL,FALSE
AMH,agonist,CP-195543,FALSE
GRK3,agonist,COMPOUND 2 [PMID: 19230660],FALSE
AMH,inhibitor,CP-195543,FALSE
APOC1,agonist,PGN-9856,FALSE
EPHB3,inhibitor,ILGINATINIB,FALSE
APEX1,agonist,2MESADP,FALSE
COL16A1,inhibitor,ASPIRIN,TRUE
FRA11E,NULL,PEPTIDE LIGAND 2 [PMID: 19055415],FALSE
BCL7A,agonist,CALCIPOTRIENE,TRUE
CIC,NULL,VEMURAFENIB,TRUE
NR1H3,agonist,ROVAZOLAC,FALSE
JAK1,inhibitor,NEZULCITINIB,FALSE
BAZ2B,NULL,CHEMBL:CHEMBL581152,FALSE
NRAS,NULL,CARBOPLATIN,TRUE
CYP2A6,NULL,COTININE,FALSE
DLL4,NULL,DILPACIMAB,FALSE
NME2,NULL,LAMIVUDINE,TRUE
TACR1,NULL,APREPITANT,TRUE
APOBEC3A,NULL,CHEMBL:CHEMBL586670,FALSE
IL2,NULL,MIDOSTAURIN,TRUE
OPRM1,inhibitor,METHYLNALTREXONE,TRUE
SCN2A,blocker,TOCAINIDE HYDROCHLORIDE,TRUE
ESR1,agonist,MK-6913,FALSE
IGF1R,inhibitor,GANITUMAB,FALSE
SRMS,inhibitor,TG100-801,FALSE
KCNJ11,potentiator,NAMINIDIL,FALSE
PLG,NULL,6-AMINOCAPROIC ACID,TRUE
ALOX15,agonist,[125I][TYR4]GHRELIN (HUMAN),FALSE
AZF2,blocker,TETRAMETHYLAMMONIUM,FALSE
POLH,NULL,CHEMBL:CHEMBL582593,FALSE
MAP3K9,inhibitor,GNE-3511,FALSE
HP,inhibitor,GNE-7883,FALSE
MPST,NULL,THYROXINE,FALSE
ADAMTSL4-AS1,NULL,BITHIONOL,TRUE
CSNK1G3,NULL,PHA-767491,FALSE
SLC6A2,inhibitor,DESVENLAFAXINE SUCCINATE,TRUE
ADRA1D,agonist,EPINEPHRINE BITARTRATE,TRUE
PIK3R2,inhibitor,PILARALISIB,FALSE
A12M3,inhibitor,LUMATEPERONE,TRUE
GABRA6,positive modulator,ETOMIDATE,TRUE
IL2RA,NULL,THYROXINE,FALSE
RUNX1,NULL,CHEMBL:CHEMBL313737,FALSE
SENP8,NULL,CHEMBL:CHEMBL299853,FALSE
EGFR,inhibitor,IMGATUZUMAB,FALSE
MAPK1,NULL,NECA,FALSE
AR,NULL,TANNIC ACID,TRUE
MYO9B,NULL,TESTOSTERONE,TRUE
MPHOSPH8,NULL,TREQUINSIN HYDROCHLORIDE,FALSE
FEN1,NULL,CARMINIC ACID,TRUE
ALDH2,inhibitor,SULPIRIDE,TRUE
EGFR,NULL,CHEMBL:CHEMBL29197,FALSE
CYP2C9,NULL,IMIPRAMINE HYDROCHLORIDE,TRUE
CACNA1F,NULL,ARVERAPAMIL,FALSE
ESR1,NULL,MK-6913,FALSE
ABCA4,agonist,NOREPINEPHRINE,TRUE
ALDH3A2,agonist,WKYMVM,FALSE
CXCR5,inhibitor,COMPOUND 47 [PMID: 18800762],FALSE
SLC22A11,NULL,PROBENECID,TRUE
CYP1A2,NULL,"NITROFURANTOIN, MACROCRYSTALS",TRUE
NR1I2,NULL,ECONAZOLE NITRATE,TRUE
NR3C1,NULL,ANDROSTENEDIONE,FALSE
SPSB2,NULL,METHYLPHENIDATE HYDROCHLORIDE,TRUE
ADRA1A,NULL,PHENDIMETRAZINE,TRUE
CACNG5,blocker,PHLOROGLUCINOL,TRUE
DXO,inhibitor,DOSIMERTINIB,FALSE
CUL4A,inhibitor,THALIDOMIDE,TRUE
FZD6,agonist,SAG1.3,FALSE
APEX1,agonist,2MESADP,FALSE
APBB2,agonist,ADP&BETA;S,FALSE
ANXA1,NULL,HALOBETASOL,TRUE
TOP2A,inhibitor,GANCOTAMAB,FALSE
ALOX5,NULL,MECLOFENAMATE,TRUE
STAT1,NULL,CHEMBL:CHEMBL85826,FALSE
FRA20B,inhibitor,TOLCAPONE,TRUE
KDM4A,NULL,CHEMBL:CHEMBL588038,FALSE
AR,NULL,TOLUIC ACID,FALSE
LCK,NULL,LY-2090314,FALSE
MAPT,NULL,RHAMNETIN,FALSE
CYP2C19,NULL,CHEMBL:CHEMBL120806,FALSE
MPO,NULL,SULFONE ANTI-INFECTIVE AGENT,FALSE
GRM5,NULL,ADX10059,FALSE
HTR2A,NULL,OLANZAPINE,TRUE
POLK,NULL,ESCULETIN,FALSE
VDR,NULL,CHEMBL:CHEMBL56393,FALSE
IFNL4,NULL,OMBITASVIR/PARITAPREVIR/RITONAVIR,FALSE
AR,NULL,NILVADIPINE,FALSE
CYP2A6,NULL,FLUOROURACIL,TRUE
CDK6,NULL,ALVOCIDIB,FALSE
HGF,NULL,BT-11,FALSE
FCGRT,antibody,DX-2507,FALSE
SLC25A4,inhibitor,LY341495,FALSE
CDH16,inhibitor,COMPOUND 9 [PMID: 15615544],FALSE
TP53,NULL,DABRAFENIB,TRUE
APOD,agonist,F16357,FALSE
RBX1,NULL,FLUOROURACIL,TRUE
RXRA,NULL,CHEMBL:CHEMBL451158,FALSE
H4C16,NULL,TRICHOSTATIN A,FALSE
ALB,NULL,EBSELEN,FALSE
GSK3A,NULL,BAY 61-3606,FALSE
ALDH1A1,NULL,EMBELIN,FALSE
TNIK,NULL,CEP-1347,FALSE
ADORA3,NULL,CIPARGAMIN,FALSE
HSD17B10,NULL,CHEMBL:CHEMBL272682,FALSE
RAB9A,NULL,GRINIMIBINE,FALSE
MPHOSPH8,NULL,METHYLDOPA ANHYDROUS,TRUE
HSD17B10,NULL,CHEMBL:CHEMBL429095,FALSE
EYA1,NULL,ASPIRIN,TRUE
RAD54L,NULL,HARMAN,FALSE
CDK4,NULL,NICOTINE POLACRILEX,TRUE
NR1H3,NULL,HESPERETIN,TRUE
CACNA1H,modulator,SUVECALTAMIDE,FALSE
CTNND1,inhibitor,PEXMETINIB,FALSE
SLCO2B1,NULL,[3H]BSP,FALSE
KDM4A,NULL,CHLORTETRACYCLINE HYDROCHLORIDE,TRUE
CYP3A4,NULL,FLUTICASONE,TRUE
PIK3CG,NULL,SF1126,FALSE
CDKN1B,NULL,LAPATINIB,TRUE
KDR,NULL,ZM447439,FALSE
CDC25C,NULL,FLUOROURACIL,TRUE
SCN5A,NULL,PROPAFENONE,TRUE
ATXN2,NULL,DOCEBENONE,FALSE
HDAC10,NULL,LARGAZOLE,FALSE
HDAC2,NULL,MOCETINOSTAT,FALSE
CHI3L2,inhibitor,ASPIRIN,TRUE
CYP3A4,NULL,THIOPENTAL SODIUM,TRUE
GABRR1,NULL,ADIPIPLON,FALSE
CDK5,NULL,GW441756X,FALSE
CYP3A4,NULL,ZOLANTIDINE,FALSE
DR1,inhibitor,MK-2461,FALSE
CYP3A5,NULL,CELECOXIB,TRUE
FANCG,inhibitor,GSK'547,FALSE
MTRR,NULL,VITAMIN B12,TRUE
EHMT2,NULL,CHEMBL:CHEMBL589245,FALSE
NTRK2,inhibitor,LAROTRECTINIB SULFATE,TRUE
CACNG3,blocker,PHLOROGLUCINOL,TRUE
GABRG1,NULL,LORAZEPAM,TRUE
ARCN1,agonist,BAY 55-9837,FALSE
EFNA4,inhibitor,COMPOUND 2 [PMID: 25408830],FALSE
ATXN2,NULL,VINBLASTINE SULFATE,TRUE
ABL1,NULL,CHEMBL:CHEMBL379975,FALSE
ALDH1A1,NULL,"7,8-DIHYDROXYFLAVONE",FALSE
APH1A,inhibitor,AVAGACESTAT,FALSE
PBRM1,NULL,SUNITINIB,TRUE
HTR2C,agonist,FENFLURAMINE HYDROCHLORIDE,TRUE
BACE1,inhibitor,VERUBECESTAT,FALSE
PIK3CG,NULL,"INSULIN, REGULAR, HUMAN",TRUE
E2F1,NULL,DIETHYLSTILBESTROL,TRUE
MS4A1,antibody,IBRITUMOMAB TIUXETAN,TRUE
CASP3,NULL,CHEMBL:CHEMBL299853,FALSE
IL4,NULL,ASPIRIN,TRUE
AHR,NULL,PHENAZOPYRIDINE HYDROCHLORIDE,TRUE
FLT4,inhibitor,GLESATINIB,FALSE
MAPK3,NULL,REFAMETINIB,FALSE
ABCA3,agonist,"CP608,039",FALSE
EIF4G1,inhibitor,COMPOUND 18 [PMID: 20873740],FALSE
ATF4P1,inhibitor,&ALPHA;-BUNGAROTOXIN,FALSE
COL9A2,inhibitor,ANAGRELIDE HYDROCHLORIDE,TRUE
CYP2D6,NULL,BREXPIPRAZOLE,TRUE
AANAT,modulator,BRUCINE,FALSE
POLK,NULL,CATECHIN,TRUE
USP1,NULL,MK-571,FALSE
AR,NULL,ETHACRYNIC ACID,TRUE
PDE4A,NULL,DENBUFYLLINE,FALSE
GLP1R,NULL,CHEMBL:CHEMBL493863,FALSE
RXFP2,NULL,CYCLOPENTYLADENOSINE,FALSE
ABL1,NULL,IMATINIB,TRUE
CXCR5,inhibitor,COMPOUND 14 [PMID: 18800762],FALSE
POLK,NULL,TRYPAN BLUE,TRUE
GLP1R,NULL,CHEMBL:CHEMBL588683,FALSE
BAZ2B,NULL,CARVEDILOL,TRUE
SLC6A4,NULL,DOXEPIN HYDROCHLORIDE,TRUE
IL17A,inhibitor,REMTOLUMAB,FALSE
CHRNA7,NULL,VARENICLINE,TRUE
ABCB7,agonist,NOREPINEPHRINE,TRUE
ACTA1,agonist,CCL23,FALSE
FTH1P4,inhibitor,ADENOSINE,TRUE
FCER1A,inhibitor,COMPOUND 27D [PMID: 28231433],FALSE
SAE1,NULL,ASTERRIC ACID,FALSE
ABL1,NULL,ALISERTIB,FALSE
SMN1,NULL,METHOXYVONE,FALSE
BCL7A,agonist,LG190178,FALSE
CDKN1A,NULL,RECOMBINANT HUMAN STEM CELL FACTOR,FALSE
BCL2,NULL,MASOPROCOL,TRUE
IDH1,NULL,CYCLOHEXIMIDE,FALSE
FAAH,NULL,NABIXIMOLS,FALSE
CHRM3,NULL,BENZQUINAMIDE,TRUE
CYP1A2,NULL,TRIAMTERENE,TRUE
PTPRC,NULL,ALENDRONATE SODIUM,TRUE
ARF5,inhibitor,B-TPMF,FALSE
ATR,blocker,VERAPAMIL,TRUE
F7,inhibitor,TORIN 2,FALSE
NRAS,NULL,GANITUMAB,FALSE
CDK1,NULL,CDK1/2/4 INHIBITOR AG-024322,FALSE
RPS6KA3,NULL,CHEMBL:CHEMBL379975,FALSE
RGS4,NULL,DOCOSAPENTAENOIC ACID,FALSE
HSD17B10,NULL,HEXACHLOROPHENE,TRUE
AIFM1,NULL,RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,FALSE
MARCKSL1,NULL,IL-6,FALSE
HTR2A,inhibitor,ASENAPINE MALEATE,TRUE
NR3C1,agonist,HALCINONIDE,TRUE
ANGPT2,inhibitor,CVX-060,FALSE
CHAT,NULL,SODIUM CHLORIDE,TRUE
CACNA1G,blocker,PHLOROGLUCINOL,TRUE
EFNA3,inhibitor,WNY0824,FALSE
DRD1,inhibitor,ZM-306416,FALSE
PRKCA,NULL,CI-1040,FALSE
ADH1C,agonist,FIRUGLIPEL,FALSE
KDM4A,NULL,HEXACHLOROPHENE,TRUE
EHMT2,NULL,CHEMBL:CHEMBL175266,FALSE
LGALS8,NULL,"LACTOSE, ANHYDROUS",FALSE
PLAU,NULL,UROKINASE,TRUE
TP53,NULL,ZINC CHLORIDE,TRUE
CYP3A4,NULL,MAPROTILINE,TRUE
TSHB,NULL,THYROXINE,FALSE
ALDH1A1,NULL,BUSPIRONE HYDROCHLORIDE,TRUE
PLAU,NULL,IONOMYCIN,FALSE
FKBP1A,NULL,GPI-1485,FALSE
CYP2C9,NULL,ZAFIRLUKAST,TRUE
MAP2K1,NULL,SELUMETINIB,TRUE
MTOR,NULL,VANDETANIB,TRUE
MET,inhibitor,TIVANTINIB,FALSE
HSPB1,inhibitor,APATORSEN,FALSE
BRCA1,NULL,NULL,NULL
PIK3CD,inhibitor,AZD-8186,FALSE
BRCA2,NULL,NULL,NULL
BRCA2,NULL,VELIPARIB,FALSE
HTR4,agonist,CLEBOPRIDE,TRUE
CBL,NULL,DASATINIB ANHYDROUS,TRUE
BRAF,NULL,CETUXIMAB,TRUE
ERBB2,NULL,NULL,NULL
ESR1,NULL,NULL,NULL
MKNK1,inhibitor,TOMIVOSERTIB,FALSE
FGFR1,NULL,LUCITANIB,FALSE
GNAQ,NULL,SELUMETINIB,TRUE
GNA11,NULL,SELUMETINIB,TRUE
HIF1A,NULL,SUNITINIB,TRUE
JAK1,NULL,RUXOLITINIB,TRUE
ITGB1,NULL,R1295,FALSE
KRAS,NULL,DOCETAXEL ANHYDROUS,TRUE
KMT2A,NULL,PINOMETOSTAT,FALSE
KRAS,NULL,MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR,FALSE
NF1,NULL,DASATINIB ANHYDROUS,TRUE
LRP1B,NULL,CAELYX,FALSE
STK11,NULL,DOCETAXEL ANHYDROUS,TRUE
ALDH1A1,NULL,JUGLONE,FALSE
EDNRA,NULL,ENDOTHELIN-1,FALSE
TSC1,NULL,EVEROLIMUS,TRUE
TRHR,agonist,THYROTROPIN-RELEASING HORMONE,TRUE
HRH1,inhibitor,DESLORATADINE,TRUE
GRIK2,NULL,BUTOBARBITAL,FALSE
SLC12A3,inhibitor,CHLOROTHIAZIDE SODIUM,TRUE
SLC12A1,inhibitor,ETHACRYNATE SODIUM,TRUE
ADRB1,inhibitor,LEVOBETAXOLOL HYDROCHLORIDE,TRUE
EGFR,inhibitor,NIMOTUZUMAB,FALSE
NULL,inhibitor,ETHAMBUTOL HYDROCHLORIDE,TRUE
SLC12A3,inhibitor,CHLORTHALIDONE,TRUE
PPARG,agonist,MESALAMINE,TRUE
CYP1A2,NULL,PERPHENAZINE,TRUE
KIT,inhibitor,PAZOPANIB,TRUE
SLC6A2,inhibitor,VENLAFAXINE HYDROCHLORIDE,TRUE
SLC5A2,inhibitor,CANAGLIFLOZIN,TRUE
CA4,inhibitor,ACETAZOLAMIDE,TRUE
GLP2R,agonist,TEDUGLUTIDE,TRUE
GABRG3,agonist,CIPEPOFOL,FALSE
PGR,agonist,DESOGESTREL,TRUE
TUBB2A,inhibitor,ADO-TRASTUZUMAB EMTANSINE,TRUE
TUBA4A,inhibitor,ADO-TRASTUZUMAB EMTANSINE,TRUE
ABCA1,inhibitor,PSB36,FALSE
TUBB,inhibitor,CABAZITAXEL,TRUE
TUBB8,inhibitor,CABAZITAXEL,TRUE
TUBB2B,inhibitor,VINCRISTINE SULFATE,TRUE
TUBA1A,inhibitor,VINCRISTINE SULFATE,TRUE
ALDH1B1,inhibitor,BQ123,FALSE
TUBB2B,inhibitor,VINORELBINE TARTRATE,TRUE
TUBB4B,inhibitor,VINBLASTINE SULFATE,TRUE
GRIN1,inhibitor,ACAMPROSATE CALCIUM,TRUE
GRIN2D,inhibitor,AMANTADINE HYDROCHLORIDE,TRUE
